,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1619,2015-11-04,BTCUSD,"400,0","500,0","365,0","410,0","2104,01","957774,87"
1620,2015-11-03,BTCUSD,"367,85","424,62","362,25","400,0","3009,34","1182587,15"
1621,2015-11-02,BTCUSD,"330,0","370,0","326,1","367,85","3028,56","1062068,18"
1622,2015-11-01,BTCUSD,"315,0","330,0","299,76","330,0","377,15","120386,11"
1623,2015-10-31,BTCUSD,"330,36","336,69","309,15","315,0","193,96","62936,19"
1624,2015-10-30,BTCUSD,"314,89","374,0","314,89","330,36","2078,47","681306,37"
1625,2015-10-29,BTCUSD,"307,05","320,01","261,51","314,89","1675,85","522681,16"
1626,2015-10-28,BTCUSD,"298,2","309,0","298,2","307,05","1219,05","369278,2"
1627,2015-10-27,BTCUSD,"288,54","299,0","288,53","298,2","691,25","202956,9"
1628,2015-10-26,BTCUSD,"289,38","296,99","283,99","288,54","339,76","97784,33"
1629,2015-10-25,BTCUSD,"285,0","297,0","285,0","289,38","46,26","13502,41"
1630,2015-10-24,BTCUSD,"280,2","285,0","280,19","285,0","438,03","123247,67"
1631,2015-10-23,BTCUSD,"276,89","283,95","276,89","280,2","590,31","164962,53"
